代號,名稱,EPS,DividendYield,CashDividend,StockDividend,beta值,三大法人買賣超,十年填權息平均天數,十年填權息成功率
2373,震旦行,4.346,5.367999999999999,3.455,,0.4042857142857143,-107.0,121.0,1.0
3010,華立,5.274,6.047000000000001,2.87,,,-5546.0,145.55555555555554,1.0
1232,大統益,4.982,5.648,4.11,,0.5785714285714285,61.0,149.1,1.0
3455,由田,2.673,4.3580000000000005,2.31,,,269.0,5.0,0.7777777777777778
8466,美吉吉-KY,7.158571428999999,,,,,-41.0,82.5,0.2222222222222222
5469,瀚宇博,2.147,3.09,0.64,,,-5904.0,249.5,0.8
6277,宏正,5.6370000000000005,6.814,4.91,,0.5928571428571427,1310.0,136.22222222222223,1.0
5604,中連貨,2.496,6.369,1.989,,,-31.0,194.6,1.0
2049,上銀,8.171,1.455,3.16,0.29,1.6428571428571426,4539.0,256.0,1.0
8942,森鉅,4.463,4.595,3.105,,,-670.0,94.66666666666669,1.0
3541,西柏,4.737,5.234,3.24,,0.9685714285714284,-109.0,64.875,1.0
1773,勝一,4.712,6.195,3.33,,0.8242857142857144,301.0,177.6,1.0
1301,台塑,5.229,4.409,3.93,,0.977142857142857,-12870.0,39.333333333333336,1.0
6592,和潤企業,4.74,,,,1.08,4809.0,2.0,0.1
8924,大田,1.882,,,,,-659.0,438.8,0.5
3088,艾訊,4.813,6.518,3.085,,,-548.0,86.625,1.0
1341,富林-KY,8.748,,,,,3.0,22.0,0.1
6464,台數科,6.741428571,4.162,5.388333332999999,,0.14,8.0,32.6,0.5555555555555556
2114,鑫永銓,6.03,5.684,4.349,,0.6157142857142857,-59.0,51.444444444444436,1.0
3527,聚積,6.27,6.426,5.284,,1.3814285714285717,212.0,58.2,1.0
3211,順達,6.435,6.95,4.748,,0.7371428571428572,-526.0,192.1,1.0
1723,中碳,7.169,4.97,6.37,,0.7185714285714285,-2531.0,79.375,1.0
1102,亞泥,2.9330000000000003,5.111000000000001,1.77,0.24,,-39226.0,202.2,1.0
2397,友通,3.24,6.047999999999999,2.782,,0.897142857142857,-57.0,113.2,1.0
2491,吉祥全,0.363,,,,,3.0,,0.0
